# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2022-05-02
#
# GRDC-No.:              1662200
# River:                 NILE RIVER
# Station:               HUDEIBA + HASSANAB
# Country:               --
# Latitude (DD):       17.65
# Longitude (DD):      33.65
# Catchment area (km²):      
# Altitude (m ASL):        -999.00
# Next downstream station:      -
# Remarks:               
# Owner of original data: United Kingdom - Centre for Ecology and Hydrology (CEH) Wallingford
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1908 - 1982
# No. of years:          75
# Last update:           2018-07-02
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 893
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
1933-10-01;--:--;   4733.796;   -999.000;   0
1933-11-01;--:--;   2743.056;   -999.000;   0
1933-12-01;--:--;   1817.130;   -999.000;   0
1934-01-01;--:--;   1435.185;   -999.000;   0
1934-02-01;--:--;    969.907;   -999.000;   0
1934-03-01;--:--;    746.528;   -999.000;   0
1934-04-01;--:--;    619.213;   -999.000;   0
1934-05-01;--:--;    682.870;   -999.000;   0
1934-06-01;--:--;    988.426;   -999.000;   0
1934-07-01;--:--;   3101.852;   -999.000;   0
1934-08-01;--:--;   6875.000;   -999.000;   0
1934-09-01;--:--;   7384.259;   -999.000;   0
1934-10-01;--:--;   4907.407;   -999.000;   0
1934-11-01;--:--;   2430.556;   -999.000;   0
1934-12-01;--:--;   1701.389;   -999.000;   0
1935-01-01;--:--;   1435.185;   -999.000;   0
1935-02-01;--:--;    996.528;   -999.000;   0
1935-03-01;--:--;    731.481;   -999.000;   0
1935-04-01;--:--;    718.750;   -999.000;   0
1935-05-01;--:--;    761.574;   -999.000;   0
1935-06-01;--:--;   1342.593;   -999.000;   0
1935-07-01;--:--;   3587.963;   -999.000;   0
1935-08-01;--:--;   7465.278;   -999.000;   0
1935-09-01;--:--;   7939.815;   -999.000;   0
1935-10-01;--:--;   5497.685;   -999.000;   0
1935-11-01;--:--;   2430.556;   -999.000;   0
1935-12-01;--:--;   1655.093;   -999.000;   0
1936-01-01;--:--;   1354.167;   -999.000;   0
1936-02-01;--:--;    937.500;   -999.000;   0
1936-03-01;--:--;    807.870;   -999.000;   0
1936-04-01;--:--;    699.074;   -999.000;   0
1936-05-01;--:--;    680.556;   -999.000;   0
1936-06-01;--:--;    893.519;   -999.000;   0
1936-07-01;--:--;   2928.241;   -999.000;   0
1936-08-01;--:--;   6585.648;   -999.000;   0
1936-09-01;--:--;   7592.593;   -999.000;   0
1936-10-01;--:--;   4421.296;   -999.000;   0
1936-11-01;--:--;   2118.056;   -999.000;   0
1936-12-01;--:--;   1412.037;   -999.000;   0
1937-01-01;--:--;   1018.519;   -999.000;   0
1937-02-01;--:--;    731.481;   -999.000;   0
1937-03-01;--:--;    655.093;   -999.000;   0
1937-04-01;--:--;    550.926;   -999.000;   0
1937-05-01;--:--;    590.278;   -999.000;   0
1937-06-01;--:--;    914.352;   -999.000;   0
1937-07-01;--:--;   2476.852;   -999.000;   0
1937-08-01;--:--;   6805.556;   -999.000;   0
1937-09-01;--:--;   6979.167;   -999.000;   0
1937-10-01;--:--;   3634.259;   -999.000;   0
1937-11-01;--:--;   1875.000;   -999.000;   0
1937-12-01;--:--;   1458.333;   -999.000;   0
1938-01-01;--:--;   1091.435;   -999.000;   0
1938-02-01;--:--;    857.639;   -999.000;   0
1938-03-01;--:--;    776.620;   -999.000;   0
1938-04-01;--:--;    619.213;   -999.000;   0
1938-05-01;--:--;    591.435;   -999.000;   0
1938-06-01;--:--;    792.824;   -999.000;   0
1938-07-01;--:--;   2476.852;   -999.000;   0
1938-08-01;--:--;   7372.685;   -999.000;   0
1938-09-01;--:--;   7951.389;   -999.000;   0
1938-10-01;--:--;   5995.370;   -999.000;   0
1938-11-01;--:--;   2534.722;   -999.000;   0
1938-12-01;--:--;   1712.963;   -999.000;   0
1939-01-01;--:--;   1377.315;   -999.000;   0
1939-02-01;--:--;   1192.130;   -999.000;   0
1939-03-01;--:--;    822.917;   -999.000;   0
1939-04-01;--:--;    915.509;   -999.000;   0
1939-05-01;--:--;    859.954;   -999.000;   0
1939-06-01;--:--;   1038.194;   -999.000;   0
1939-07-01;--:--;   1875.000;   -999.000;   0
1939-08-01;--:--;   4884.259;   -999.000;   0
1939-09-01;--:--;   5810.185;   -999.000;   0
1939-10-01;--:--;   3854.167;   -999.000;   0
1939-11-01;--:--;   2268.519;   -999.000;   0
1939-12-01;--:--;   1458.333;   -999.000;   0
1940-01-01;--:--;    979.167;   -999.000;   0
1940-02-01;--:--;    916.667;   -999.000;   0
1940-03-01;--:--;    932.870;   -999.000;   0
1940-04-01;--:--;    623.843;   -999.000;   0
1940-05-01;--:--;    562.500;   -999.000;   0
1940-06-01;--:--;    747.685;   -999.000;   0
1940-07-01;--:--;   1412.037;   -999.000;   0
1940-08-01;--:--;   5740.741;   -999.000;   0
1940-09-01;--:--;   5543.981;   -999.000;   0
1940-10-01;--:--;   2766.204;   -999.000;   0
1940-11-01;--:--;   1388.889;   -999.000;   0
1940-12-01;--:--;   1010.417;   -999.000;   0
1941-01-01;--:--;    689.815;   -999.000;   0
1941-02-01;--:--;    863.426;   -999.000;   0
1941-03-01;--:--;    813.657;   -999.000;   0
1941-04-01;--:--;    562.500;   -999.000;   0
1941-05-01;--:--;    483.796;   -999.000;   0
1941-06-01;--:--;   1137.731;   -999.000;   0
1941-07-01;--:--;   1886.574;   -999.000;   0
1941-08-01;--:--;   4467.593;   -999.000;   0
1941-09-01;--:--;   4710.648;   -999.000;   0
1941-10-01;--:--;   3807.870;   -999.000;   0
1941-11-01;--:--;   2314.815;   -999.000;   0
1941-12-01;--:--;   1296.296;   -999.000;   0
1942-01-01;--:--;   1074.074;   -999.000;   0
1942-02-01;--:--;    910.880;   -999.000;   0
1942-03-01;--:--;   1005.787;   -999.000;   0
1942-04-01;--:--;    996.528;   -999.000;   0
1942-05-01;--:--;    633.102;   -999.000;   0
1942-06-01;--:--;    981.481;   -999.000;   0
1942-07-01;--:--;   2453.704;   -999.000;   0
1942-08-01;--:--;   6828.704;   -999.000;   0
1942-09-01;--:--;   6099.537;   -999.000;   0
1942-10-01;--:--;   4282.407;   -999.000;   0
1942-11-01;--:--;   1759.259;   -999.000;   0
1942-12-01;--:--;   1331.019;   -999.000;   0
1943-01-01;--:--;    962.963;   -999.000;   0
1943-02-01;--:--;    968.750;   -999.000;   0
1943-03-01;--:--;    957.176;   -999.000;   0
1943-04-01;--:--;    841.435;   -999.000;   0
1943-05-01;--:--;    615.741;   -999.000;   0
1943-06-01;--:--;    662.037;   -999.000;   0
1943-07-01;--:--;   1701.389;   -999.000;   0
1943-08-01;--:--;   5057.870;   -999.000;   0
1943-09-01;--:--;   6342.593;   -999.000;   0
1943-10-01;--:--;   3738.426;   -999.000;   0
1943-11-01;--:--;   1898.148;   -999.000;   0
1943-12-01;--:--;   1192.130;   -999.000;   0
1944-01-01;--:--;    795.139;   -999.000;   0
1944-02-01;--:--;    950.231;   -999.000;   0
1944-03-01;--:--;    988.426;   -999.000;   0
1944-04-01;--:--;    929.398;   -999.000;   0
1944-05-01;--:--;    702.546;   -999.000;   0
1944-06-01;--:--;    986.111;   -999.000;   0
1944-07-01;--:--;   2048.611;   -999.000;   0
1944-08-01;--:--;   5428.241;   -999.000;   0
1944-09-01;--:--;   5162.037;   -999.000;   0
1944-10-01;--:--;   3217.593;   -999.000;   0
1944-11-01;--:--;   1527.778;   -999.000;   0
1944-12-01;--:--;   1048.611;   -999.000;   0
1945-01-01;--:--;    781.250;   -999.000;   0
1945-02-01;--:--;    890.046;   -999.000;   0
1945-03-01;--:--;    966.435;   -999.000;   0
1945-04-01;--:--;    783.565;   -999.000;   0
1945-05-01;--:--;    486.111;   -999.000;   0
1945-06-01;--:--;    937.500;   -999.000;   0
1945-07-01;--:--;   1643.519;   -999.000;   0
1945-08-01;--:--;   5150.463;   -999.000;   0
1945-09-01;--:--;   6122.685;   -999.000;   0
1945-10-01;--:--;   4803.241;   -999.000;   0
1945-11-01;--:--;   2488.426;   -999.000;   0
1945-12-01;--:--;   1620.370;   -999.000;   0
1946-01-01;--:--;   1203.704;   -999.000;   0
1946-02-01;--:--;    835.648;   -999.000;   0
1946-03-01;--:--;   1059.028;   -999.000;   0
1946-04-01;--:--;    921.296;   -999.000;   0
1946-05-01;--:--;    675.926;   -999.000;   0
1946-06-01;--:--;    891.204;   -999.000;   0
1946-07-01;--:--;   2743.056;   -999.000;   0
1946-08-01;--:--;   7754.630;   -999.000;   0
1946-09-01;--:--;   8206.019;   -999.000;   0
1946-10-01;--:--;   4513.889;   -999.000;   0
1946-11-01;--:--;   2673.611;   -999.000;   0
1946-12-01;--:--;   1840.278;   -999.000;   0
1947-01-01;--:--;   1469.907;   -999.000;   0
1947-02-01;--:--;   1261.574;   -999.000;   0
1947-03-01;--:--;   1142.361;   -999.000;   0
1947-04-01;--:--;   1118.056;   -999.000;   0
1947-05-01;--:--;   1108.796;   -999.000;   0
1947-06-01;--:--;   1142.361;   -999.000;   0
